,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Number of floor,Floor of home,Credi Accepting,Kombi Doğalgaz Heating,Floor_Alt Katlar,Floor_Giriş Katı,Floor_Orta Katlar,Floor_Zemin Altı,Floor_Özel Değer,Floor_Üst Katlar
5965,2850000.0,7,66,348,115.0,2,4,4,0,1,True,False,False,False,False,False
5966,2850000.0,7,54,263,145.0,2,6,22,0,0,False,False,True,False,False,False
5968,2850000.0,7,66,871,110.0,1,4,4,0,0,True,False,False,False,False,False
5969,2850000.0,7,24,832,220.0,3,4,21,0,1,False,False,True,False,False,False
5971,2850000.0,7,24,475,145.0,2,4,3,0,1,False,False,False,False,True,False
5972,2850000.0,7,11,471,155.0,2,7,14,0,0,True,False,False,False,False,False
5973,2850000.0,7,105,114,148.0,2,8,4,0,1,True,False,False,False,False,False
5976,2850000.0,7,66,98,110.0,2,4,22,0,1,False,False,True,False,False,False
5979,2850000.0,7,95,196,110.0,1,4,4,0,0,True,False,False,False,False,False
5981,2850000.0,7,12,528,115.0,2,9,21,0,0,False,False,True,False,False,False
5984,2850000.0,7,77,399,135.0,2,3,3,0,1,False,False,False,False,True,False
5985,2850000.0,7,94,397,120.0,1,4,4,0,1,True,False,False,False,False,False
5986,2850000.0,7,95,196,127.0,2,4,22,0,0,False,False,True,False,False,False
5987,2850000.0,7,18,95,100.0,1,4,3,0,0,False,False,False,False,True,False
5988,2850000.0,7,24,928,100.0,1,3,21,0,0,False,False,True,False,False,False
5990,2850000.0,7,95,1,120.0,2,3,21,0,1,False,False,True,False,False,False
5995,2850000.0,7,77,768,220.0,2,5,22,1,1,False,False,True,False,False,False
5996,2850000.0,7,60,174,140.0,2,5,3,0,1,False,False,False,False,True,False
5999,2850000.0,7,24,824,120.0,2,5,21,0,1,False,False,True,False,False,False
6004,2850000.0,7,54,774,112.0,2,7,22,0,0,False,False,True,False,False,False
6005,2850000.0,7,77,768,145.0,2,4,14,0,1,True,False,False,False,False,False
6006,2850000.0,7,24,236,130.0,2,3,3,0,1,False,False,False,False,True,False
6007,2850000.0,7,54,263,125.0,2,6,24,0,0,False,False,False,False,False,True
6009,2850000.0,7,66,850,110.0,2,3,21,0,1,False,False,True,False,False,False
6010,2850000.0,7,76,139,125.0,2,5,14,0,1,True,False,False,False,False,False
6012,2850000.0,7,116,135,145.0,2,7,25,0,0,False,False,False,False,False,True
6013,2850000.0,7,54,142,125.0,2,4,4,0,0,True,False,False,False,False,False
6014,2850000.0,7,30,649,150.0,2,5,23,0,0,False,False,True,False,False,False
6015,2850000.0,7,24,314,140.0,2,4,22,0,1,False,False,True,False,False,False
6016,2850000.0,7,54,640,135.0,2,7,22,0,1,False,False,True,False,False,False
6019,2850000.0,7,66,348,125.0,2,5,14,0,1,True,False,False,False,False,False
6021,2850000.0,7,54,140,100.0,1,4,2,0,1,False,True,False,False,False,False
6022,2850000.0,7,54,80,115.0,2,7,21,0,1,False,False,True,False,False,False
6024,2850000.0,7,60,533,210.0,3,20,24,0,0,False,False,False,False,False,True
6025,2850000.0,7,62,756,100.0,1,3,14,1,1,True,False,False,False,False,False
6028,2850000.0,7,66,562,120.0,2,4,2,0,1,False,True,False,False,False,False
6029,2850000.0,7,54,263,115.0,2,6,14,0,1,True,False,False,False,False,False
6031,2850000.0,7,116,97,122.0,2,7,24,0,0,False,False,False,False,False,True
6032,2850000.0,7,4,807,145.0,2,4,21,0,1,False,False,True,False,False,False
6033,2850000.0,7,77,768,150.0,2,7,25,0,1,False,False,False,False,False,True
6034,2850000.0,7,116,97,305.0,3,7,25,0,0,False,False,False,False,False,True
6035,2850000.0,7,23,928,130.0,2,4,4,0,0,True,False,False,False,False,False
6037,2850000.0,7,105,95,120.0,1,3,3,0,0,False,False,False,False,True,False
6038,2850000.0,7,60,949,120.0,1,7,24,0,1,False,False,False,False,False,True
6041,2850000.0,7,54,565,135.0,2,4,4,0,1,True,False,False,False,False,False
6042,2850000.0,7,60,590,100.0,1,6,24,0,1,False,False,False,False,False,True
6043,2850000.0,7,54,16,100.0,1,3,2,0,0,False,True,False,False,False,False
6044,2850000.0,7,54,140,110.0,1,4,3,0,1,False,False,False,False,True,False
6045,2850000.0,7,24,832,121.0,2,4,14,0,1,True,False,False,False,False,False
6047,2850000.0,7,54,774,170.0,2,7,14,0,1,True,False,False,False,False,False
6048,2850000.0,7,116,501,135.0,2,5,14,0,1,True,False,False,False,False,False
6049,2850000.0,7,54,263,100.0,1,5,22,0,1,False,False,True,False,False,False
6050,2850000.0,7,66,348,115.0,2,3,14,0,0,True,False,False,False,False,False
6051,2850000.0,7,12,328,130.0,2,5,22,0,1,False,False,True,False,False,False
6054,2850000.0,7,76,562,145.0,2,3,14,0,1,True,False,False,False,False,False
6056,2850000.0,7,76,197,175.0,3,3,14,0,1,True,False,False,False,False,False
6057,2850000.0,7,23,95,110.0,2,5,14,0,1,True,False,False,False,False,False
6059,2850000.0,7,23,95,170.0,3,5,22,0,1,False,False,True,False,False,False
6060,2850000.0,7,62,756,140.0,2,3,2,0,1,False,True,False,False,False,False
6061,2849999.0,7,76,891,100.0,1,2,4,0,0,True,False,False,False,False,False
6063,2849000.0,7,66,507,140.0,2,3,14,0,1,True,False,False,False,False,False
6065,2849000.0,7,76,435,105.0,1,3,3,0,0,False,False,False,False,True,False
6069,2845000.0,7,30,649,210.0,2,4,2,1,1,False,True,False,False,False,False
6072,2839000.0,7,30,649,210.0,4,3,21,0,0,False,False,True,False,False,False
6073,2830000.0,7,18,95,108.0,1,4,14,0,1,True,False,False,False,False,False
6075,2830000.0,7,23,447,130.0,2,7,25,0,1,False,False,False,False,False,True
6076,2825000.0,7,24,792,120.0,2,4,21,0,1,False,False,True,False,False,False
6081,2820000.0,7,24,845,130.0,2,9,2,0,1,False,True,False,False,False,False
6082,2820000.0,7,105,291,135.0,2,3,14,0,1,True,False,False,False,False,False
6083,2820000.0,7,66,65,110.0,1,6,21,1,0,False,False,True,False,False,False
6084,2815000.0,7,54,565,200.0,2,4,14,0,1,True,False,False,False,False,False
6085,2815000.0,7,116,97,168.0,2,5,22,0,1,False,False,True,False,False,False
6086,2810000.0,7,11,471,100.0,1,7,23,0,0,False,False,True,False,False,False
6088,2800000.0,7,66,568,130.0,2,4,14,0,1,True,False,False,False,False,False
6089,2800000.0,7,60,206,105.0,1,5,22,0,1,False,False,True,False,False,False
6090,2800000.0,7,66,871,100.0,1,4,21,0,0,False,False,True,False,False,False
6092,2800000.0,7,76,75,130.0,2,4,3,1,1,False,False,False,False,True,False
6093,2800000.0,7,60,200,125.0,2,5,23,0,1,False,False,True,False,False,False
6094,2800000.0,7,24,393,260.0,2,3,21,0,1,False,False,True,False,False,False
6095,2800000.0,7,24,20,175.0,3,3,2,0,1,False,True,False,False,False,False
6096,2800000.0,7,66,562,100.0,1,4,22,0,1,False,False,True,False,False,False
6099,2800000.0,7,105,798,115.0,1,5,14,0,1,True,False,False,False,False,False
6101,2800000.0,7,11,277,105.0,1,5,21,0,1,False,False,True,False,False,False
6103,2800000.0,7,12,529,210.0,3,7,24,1,0,False,False,False,False,False,True
6104,2800000.0,7,104,282,150.0,2,3,21,0,1,False,False,True,False,False,False
6105,2800000.0,7,95,1,169.0,2,3,21,0,1,False,False,True,False,False,False
6106,2800000.0,7,104,95,125.0,2,3,3,0,1,False,False,False,False,True,False
6108,2800000.0,7,104,483,130.0,2,5,14,0,0,True,False,False,False,False,False
6109,2800000.0,7,23,258,100.0,1,3,4,0,1,True,False,False,False,False,False
6110,2800000.0,7,105,196,174.0,2,5,4,0,1,True,False,False,False,False,False
6111,2800000.0,7,24,393,120.0,2,4,14,0,0,True,False,False,False,False,False
6112,2800000.0,7,11,277,135.0,2,5,21,0,1,False,False,True,False,False,False
6113,2800000.0,7,24,542,125.0,2,3,14,0,1,True,False,False,False,False,False
6114,2800000.0,7,41,300,120.0,1,4,3,0,1,False,False,False,False,True,False
6116,2800000.0,7,66,568,140.0,2,4,14,0,1,True,False,False,False,False,False
6117,2800000.0,7,104,95,120.0,2,3,21,0,1,False,False,True,False,False,False
6120,2800000.0,7,66,738,120.0,2,4,14,0,1,True,False,False,False,False,False
6123,2800000.0,7,50,801,147.0,2,5,22,0,1,False,False,True,False,False,False
6125,2800000.0,7,24,812,110.0,1,4,22,0,1,False,False,True,False,False,False
6127,2800000.0,7,77,933,100.0,2,4,21,0,1,False,False,True,False,False,False
6130,2800000.0,7,60,174,140.0,2,5,3,0,1,False,False,False,False,True,False
6131,2800000.0,7,60,174,250.0,3,4,2,0,1,False,True,False,False,False,False
6132,2800000.0,7,60,174,120.0,3,5,21,0,1,False,False,True,False,False,False
6133,2800000.0,7,77,14,130.0,1,3,21,0,1,False,False,True,False,False,False
6135,2800000.0,7,66,332,115.0,1,4,22,0,0,False,False,True,False,False,False
6136,2800000.0,7,12,606,180.0,2,4,14,0,1,True,False,False,False,False,False
6139,2800000.0,7,24,178,115.0,2,8,22,0,1,False,False,True,False,False,False
6142,2800000.0,7,105,724,130.0,2,4,22,0,1,False,False,True,False,False,False
6145,2800000.0,7,18,130,110.0,1,4,22,0,0,False,False,True,False,False,False
6146,2800000.0,7,60,904,192.0,2,19,25,1,0,False,False,False,False,False,True
6149,2800000.0,7,105,114,100.0,1,3,4,0,1,True,False,False,False,False,False
6150,2800000.0,7,66,537,120.0,2,6,21,0,1,False,False,True,False,False,False
6152,2800000.0,7,77,196,120.0,1,6,21,0,1,False,False,True,False,False,False
6153,2800000.0,7,60,904,177.0,3,3,21,0,1,False,False,True,False,False,False
6156,2800000.0,7,77,933,145.0,2,4,3,1,1,False,False,False,False,True,False
6158,2800000.0,7,18,95,155.0,2,4,14,0,1,True,False,False,False,False,False
6159,2800000.0,7,66,562,100.0,1,4,22,0,1,False,False,True,False,False,False
6161,2800000.0,7,24,196,120.0,2,8,22,0,1,False,False,True,False,False,False
6165,2800000.0,7,54,640,115.0,1,4,22,0,1,False,False,True,False,False,False
6166,2800000.0,7,23,95,130.0,1,4,4,0,1,True,False,False,False,False,False
6167,2800000.0,7,30,304,110.0,2,5,2,0,0,False,True,False,False,False,False
6168,2800000.0,7,77,300,120.0,2,7,21,0,1,False,False,True,False,False,False
6170,2800000.0,7,24,475,130.0,2,4,22,0,0,False,False,True,False,False,False
6171,2800000.0,7,77,6,135.0,2,4,14,0,1,True,False,False,False,False,False
6172,2800000.0,7,24,178,130.0,2,8,25,0,1,False,False,False,False,False,True
6173,2800000.0,7,24,20,100.0,1,4,4,0,1,True,False,False,False,False,False
6175,2800000.0,7,77,399,150.0,1,7,4,0,1,True,False,False,False,False,False
6176,2800000.0,7,24,339,134.0,2,3,14,0,1,True,False,False,False,False,False
6177,2800000.0,7,60,130,145.0,3,5,4,0,1,True,False,False,False,False,False
6178,2800000.0,7,116,97,145.0,2,8,24,0,1,False,False,False,False,False,True
6179,2800000.0,7,18,282,135.0,2,4,22,0,0,False,False,True,False,False,False
6181,2800000.0,7,54,176,156.0,2,4,21,0,1,False,False,True,False,False,False
6183,2800000.0,7,77,301,185.0,2,3,21,0,1,False,False,True,False,False,False
6186,2800000.0,7,54,525,160.0,2,5,23,0,1,False,False,True,False,False,False
6188,2800000.0,7,77,928,110.0,1,3,2,0,0,False,True,False,False,False,False
6191,2800000.0,7,77,31,120.0,2,8,14,0,1,True,False,False,False,False,False
6194,2799999.0,7,84,875,135.0,2,4,2,0,1,False,True,False,False,False,False
6195,2799999.0,7,54,130,120.0,2,4,21,0,1,False,False,True,False,False,False
6196,2799000.0,7,54,445,100.0,1,4,22,0,1,False,False,True,False,False,False
6197,2799000.0,7,11,596,100.0,1,3,21,0,0,False,False,True,False,False,False
6199,2795000.0,7,60,130,160.0,2,5,3,1,1,False,False,False,False,True,False
6201,2795000.0,7,54,130,140.0,2,4,22,0,1,False,False,True,False,False,False
6204,2790000.0,7,11,720,165.0,3,3,14,1,0,True,False,False,False,False,False
6205,2790000.0,7,116,501,128.0,2,4,3,0,1,False,False,False,False,True,False
6207,2790000.0,7,66,568,170.0,2,5,14,0,1,True,False,False,False,False,False
6208,2790000.0,7,66,74,130.0,2,5,14,0,1,True,False,False,False,False,False
6210,2790000.0,7,66,498,130.0,2,8,25,0,1,False,False,False,False,False,True
6212,2790000.0,7,18,527,106.0,2,5,14,0,1,True,False,False,False,False,False
6214,2790000.0,7,24,20,145.0,2,9,24,0,1,False,False,False,False,False,True
6215,2790000.0,7,60,130,105.0,2,4,4,0,1,True,False,False,False,False,False
6218,2790000.0,7,24,95,140.0,2,10,25,0,1,False,False,False,False,False,True
6220,2790000.0,7,24,20,135.0,2,4,21,0,1,False,False,True,False,False,False
6221,2790000.0,7,77,936,130.0,2,5,14,0,1,True,False,False,False,False,False
6222,2789000.0,7,24,236,145.0,2,4,0,0,0,False,False,False,True,False,False
6224,2785000.0,7,24,339,105.0,1,5,14,0,1,True,False,False,False,False,False
6225,2780000.0,7,60,53,160.0,2,4,22,0,1,False,False,True,False,False,False
6226,2780000.0,7,18,130,100.0,1,4,1,0,0,False,False,False,True,False,False
6229,2780000.0,7,12,245,120.0,2,3,21,0,1,False,False,True,False,False,False
6230,2780000.0,7,62,863,125.0,2,5,14,0,0,True,False,False,False,False,False
6231,2780000.0,7,24,20,175.0,3,3,2,0,1,False,True,False,False,False,False
6232,2780000.0,7,24,832,110.0,1,4,3,0,1,False,False,False,False,True,False
6234,2780000.0,7,11,471,170.0,2,10,14,0,0,True,False,False,False,False,False
6236,2779000.0,7,54,308,125.0,2,10,21,0,1,False,False,True,False,False,False
6241,2775000.0,7,54,445,100.0,2,4,22,0,1,False,False,True,False,False,False
6242,2770000.0,7,11,471,110.0,1,5,21,0,0,False,False,True,False,False,False
6244,2770000.0,7,18,849,115.0,2,4,4,0,0,True,False,False,False,False,False
6245,2770000.0,7,66,560,133.0,1,6,2,0,1,False,True,False,False,False,False
6246,2770000.0,7,24,236,115.0,1,4,3,0,1,False,False,False,False,True,False
6252,2758000.0,7,60,858,128.0,2,8,3,0,1,False,False,False,False,True,False
6255,2750000.0,7,77,928,100.0,1,5,14,0,1,True,False,False,False,False,False
6257,2750000.0,7,24,812,120.0,2,4,14,0,1,True,False,False,False,False,False
6261,2750000.0,7,116,501,130.0,2,3,4,0,1,True,False,False,False,False,False
6263,2750000.0,7,116,501,130.0,2,4,21,0,1,False,False,True,False,False,False
6265,2750000.0,7,12,529,110.0,2,8,21,0,1,False,False,True,False,False,False
6267,2750000.0,7,66,871,140.0,2,5,14,0,1,True,False,False,False,False,False
6268,2750000.0,7,24,542,130.0,2,5,22,0,0,False,False,True,False,False,False
6272,2750000.0,7,50,801,165.0,2,4,22,0,0,False,False,True,False,False,False
6273,2750000.0,7,24,178,125.0,2,9,14,0,1,True,False,False,False,False,False
6274,2750000.0,7,66,498,130.0,2,4,21,0,0,False,False,True,False,False,False
6275,2750000.0,7,77,936,151.0,2,9,21,1,0,False,False,True,False,False,False
6276,2750000.0,7,116,501,120.0,2,5,0,0,1,False,False,False,True,False,False
6279,2750000.0,7,66,568,120.0,2,4,22,0,1,False,False,True,False,False,False
6280,2750000.0,7,77,435,145.0,2,8,25,0,1,False,False,False,False,False,True
6281,2750000.0,7,24,792,200.0,2,4,21,0,1,False,False,True,False,False,False
6282,2750000.0,7,77,31,135.0,2,9,21,0,1,False,False,True,False,False,False
6283,2750000.0,7,11,887,100.0,2,8,21,0,0,False,False,True,False,False,False
6284,2750000.0,7,24,475,120.0,1,4,21,0,1,False,False,True,False,False,False
6287,2750000.0,7,12,529,110.0,1,7,23,0,1,False,False,True,False,False,False
6289,2750000.0,7,66,348,110.0,1,5,22,0,1,False,False,True,False,False,False
6290,2750000.0,7,23,258,135.0,2,5,4,0,1,True,False,False,False,False,False
6291,2750000.0,7,66,537,150.0,2,7,22,0,0,False,False,True,False,False,False
6293,2750000.0,7,54,280,125.0,2,4,21,0,0,False,False,True,False,False,False
6294,2750000.0,7,77,14,135.0,2,4,22,1,1,False,False,True,False,False,False
6300,2750000.0,7,41,100,155.0,2,4,4,0,1,True,False,False,False,False,False
6303,2750000.0,7,41,300,142.0,2,4,14,0,1,True,False,False,False,False,False
6304,2750000.0,7,54,225,100.0,2,6,21,0,1,False,False,True,False,False,False
6305,2750000.0,7,95,95,130.0,2,4,14,0,1,True,False,False,False,False,False
6306,2750000.0,7,23,272,135.0,2,8,22,0,0,False,False,True,False,False,False
6307,2750000.0,7,66,348,120.0,2,4,14,0,1,True,False,False,False,False,False
6309,2750000.0,7,105,255,160.0,2,4,22,0,1,False,False,True,False,False,False
6310,2750000.0,7,24,140,110.0,2,5,4,1,1,True,False,False,False,False,False
6311,2750000.0,7,60,127,115.0,2,4,22,0,1,False,False,True,False,False,False
6312,2750000.0,7,77,853,150.0,2,8,23,0,1,False,False,True,False,False,False
6316,2750000.0,7,23,447,140.0,2,4,14,1,1,True,False,False,False,False,False
6317,2750000.0,7,54,640,140.0,2,5,23,0,1,False,False,True,False,False,False
6321,2750000.0,7,66,560,130.0,2,8,4,1,1,True,False,False,False,False,False
6323,2750000.0,7,116,97,150.0,2,9,24,0,0,False,False,False,False,False,True
6326,2750000.0,7,66,562,147.0,2,5,2,0,1,False,True,False,False,False,False
6328,2750000.0,7,54,774,110.0,2,4,21,0,1,False,False,True,False,False,False
6330,2750000.0,7,66,562,125.0,1,5,0,1,1,False,False,False,True,False,False
6331,2750000.0,7,66,317,115.0,2,4,21,0,1,False,False,True,False,False,False
6332,2750000.0,7,54,126,125.0,2,5,21,0,1,False,False,True,False,False,False
6334,2750000.0,7,54,225,100.0,1,4,21,0,0,False,False,True,False,False,False
6336,2750000.0,7,60,904,101.0,2,6,21,0,0,False,False,True,False,False,False
6337,2750000.0,7,66,625,120.0,2,5,21,0,0,False,False,True,False,False,False
6339,2750000.0,7,66,568,130.0,2,5,14,0,1,True,False,False,False,False,False
6340,2750000.0,7,11,596,125.0,2,4,3,0,0,False,False,False,False,True,False
6341,2750000.0,7,116,527,110.0,2,3,21,0,0,False,False,True,False,False,False
6342,2750000.0,7,66,568,120.0,2,5,21,0,1,False,False,True,False,False,False
6343,2750000.0,7,66,568,140.0,2,4,14,0,1,True,False,False,False,False,False
6344,2750000.0,7,24,314,125.0,1,4,22,0,1,False,False,True,False,False,False
6345,2750000.0,7,24,575,135.0,2,8,21,1,1,False,False,True,False,False,False
6346,2750000.0,7,12,528,110.0,1,8,25,0,1,False,False,False,False,False,True
6350,2750000.0,7,54,774,115.0,2,5,14,0,0,True,False,False,False,False,False
6351,2750000.0,7,12,528,160.0,2,5,4,0,0,True,False,False,False,False,False
6352,2750000.0,7,66,562,120.0,2,5,23,0,1,False,False,True,False,False,False
6354,2750000.0,7,105,255,170.0,2,5,14,0,0,True,False,False,False,False,False
6355,2750000.0,7,54,130,100.0,1,4,21,0,0,False,False,True,False,False,False
6356,2750000.0,7,105,196,105.0,1,4,14,0,0,True,False,False,False,False,False
6357,2750000.0,7,77,95,144.0,2,7,21,0,0,False,False,True,False,False,False
6359,2750000.0,7,105,64,165.0,2,5,14,0,0,True,False,False,False,False,False
6361,2750000.0,7,77,259,130.0,1,5,21,0,1,False,False,True,False,False,False
6363,2750000.0,7,105,569,110.0,1,5,21,0,0,False,False,True,False,False,False
6364,2750000.0,7,105,255,110.0,1,4,14,0,1,True,False,False,False,False,False
6365,2750000.0,7,105,64,155.0,2,5,21,0,1,False,False,True,False,False,False
6366,2750000.0,7,105,196,145.0,2,4,14,0,0,True,False,False,False,False,False
6368,2750000.0,7,105,64,170.0,2,5,21,0,1,False,False,True,False,False,False
6369,2750000.0,7,94,397,100.0,1,4,2,0,1,False,True,False,False,False,False
6370,2750000.0,7,105,64,135.0,2,3,14,0,1,True,False,False,False,False,False
6371,2750000.0,7,105,732,105.0,1,4,14,0,0,True,False,False,False,False,False
6372,2750000.0,7,105,798,110.0,1,4,4,0,0,True,False,False,False,False,False
6373,2750000.0,7,66,139,120.0,1,8,4,0,0,True,False,False,False,False,False
6374,2750000.0,7,54,774,125.0,2,6,3,0,1,False,False,False,False,True,False
6375,2750000.0,7,66,871,140.0,2,4,22,0,1,False,False,True,False,False,False
6377,2750000.0,7,54,640,125.0,2,4,4,0,1,True,False,False,False,False,False
6378,2750000.0,7,11,596,116.0,2,4,14,0,0,True,False,False,False,False,False
6382,2750000.0,7,60,295,120.0,2,5,1,0,1,False,False,False,True,False,False
6388,2750000.0,7,66,568,135.0,2,4,14,0,1,True,False,False,False,False,False
6390,2750000.0,7,66,348,150.0,2,4,21,0,0,False,False,True,False,False,False
6391,2750000.0,7,66,74,130.0,2,5,14,0,1,True,False,False,False,False,False
6392,2750000.0,7,23,447,110.0,1,7,23,0,1,False,False,True,False,False,False
6395,2750000.0,7,24,95,100.0,1,4,21,0,1,False,False,True,False,False,False
6397,2750000.0,7,66,348,120.0,2,4,21,0,1,False,False,True,False,False,False
6402,2750000.0,7,11,471,120.0,2,5,21,0,0,False,False,True,False,False,False
6403,2750000.0,7,62,757,138.0,2,4,14,0,1,True,False,False,False,False,False
6404,2750000.0,7,62,757,130.0,2,4,3,0,1,False,False,False,False,True,False
6405,2750000.0,7,62,757,150.0,2,4,22,1,1,False,False,True,False,False,False
6406,2750000.0,7,18,282,135.0,2,4,21,0,1,False,False,True,False,False,False
6408,2750000.0,7,11,596,100.0,1,4,14,1,0,True,False,False,False,False,False
6411,2750000.0,7,116,238,100.0,1,5,23,0,0,False,False,True,False,False,False
6412,2750000.0,7,60,39,140.0,2,5,14,0,1,True,False,False,False,False,False
6415,2750000.0,7,54,280,155.0,2,8,21,0,1,False,False,True,False,False,False
6416,2750000.0,7,66,568,110.0,1,5,21,0,1,False,False,True,False,False,False
6417,2750000.0,7,66,139,100.0,1,4,4,0,1,True,False,False,False,False,False
6418,2750000.0,7,41,300,100.0,1,4,21,0,1,False,False,True,False,False,False
6419,2750000.0,7,23,258,121.0,2,7,23,0,1,False,False,True,False,False,False
6421,2750000.0,7,60,39,115.0,0,4,2,0,1,False,True,False,False,False,False
6422,2750000.0,7,77,768,200.0,2,7,2,1,1,False,True,False,False,False,False
6423,2750000.0,7,77,7,105.0,1,7,21,0,0,False,False,True,False,False,False
6424,2750000.0,7,50,684,180.0,2,3,4,0,0,True,False,False,False,False,False
6428,2750000.0,7,77,933,170.0,3,3,21,0,1,False,False,True,False,False,False
6429,2750000.0,7,24,47,125.0,2,2,14,0,1,True,False,False,False,False,False
6431,2750000.0,7,24,314,105.0,1,3,14,0,0,True,False,False,False,False,False
6433,2750000.0,7,60,206,130.0,1,5,23,0,1,False,False,True,False,False,False
6434,2750000.0,7,66,65,120.0,2,6,14,0,1,True,False,False,False,False,False
6435,2750000.0,7,105,732,110.0,1,5,3,0,0,False,False,False,False,True,False
6440,2750000.0,7,105,798,100.0,1,4,14,0,0,True,False,False,False,False,False
6441,2750000.0,7,116,274,120.0,2,7,24,0,1,False,False,False,False,False,True
6442,2750000.0,7,66,568,120.0,2,5,22,0,0,False,False,True,False,False,False
6444,2749000.0,7,66,317,105.0,1,4,14,0,1,True,False,False,False,False,False
6446,2749000.0,7,66,507,125.0,2,5,21,0,1,False,False,True,False,False,False
6448,2749000.0,7,60,949,120.0,2,4,22,0,1,False,False,True,False,False,False
6450,2749000.0,7,30,649,130.0,2,4,22,0,0,False,False,True,False,False,False
6451,2749000.0,7,30,649,150.0,3,4,22,0,0,False,False,True,False,False,False
6453,2745000.0,7,116,782,151.0,2,11,24,0,0,False,False,False,False,False,True
6454,2745000.0,7,60,784,112.0,1,5,3,0,1,False,False,False,False,True,False
6458,2745000.0,7,40,444,200.0,2,3,2,0,0,False,True,False,False,False,False
6459,2743000.0,7,60,174,130.0,2,4,4,1,1,True,False,False,False,False,False
6460,2740000.0,7,60,174,145.0,2,6,23,0,1,False,False,True,False,False,False
6462,2740000.0,7,66,65,100.0,1,5,23,0,0,False,False,True,False,False,False
6463,2735000.0,7,23,511,200.0,2,3,14,0,0,True,False,False,False,False,False
6464,2735000.0,7,24,140,130.0,2,4,22,0,1,False,False,True,False,False,False
6470,2730000.0,7,76,326,120.0,2,3,14,1,0,True,False,False,False,False,False
6472,2729000.0,7,12,630,150.0,2,2,14,0,1,True,False,False,False,False,False
6473,2725000.0,7,23,139,100.0,2,4,22,0,0,False,False,True,False,False,False
6475,2725000.0,7,12,596,170.0,2,20,15,0,0,False,False,False,False,False,True
6479,2725000.0,7,60,904,125.0,2,3,3,0,1,False,False,False,False,True,False
6480,2725000.0,7,116,95,128.0,2,7,0,0,1,False,False,False,True,False,False
6485,2720000.0,7,66,850,100.0,1,4,0,0,1,False,False,False,True,False,False
6486,2720000.0,7,24,792,110.0,2,4,3,0,1,False,False,False,False,True,False
6488,2720000.0,7,50,684,105.0,1,3,4,0,1,True,False,False,False,False,False
6489,2719000.0,7,54,553,168.0,2,5,4,0,1,True,False,False,False,False,False
6492,2700000.0,7,54,263,115.0,2,6,4,0,1,True,False,False,False,False,False
6493,2700000.0,7,116,527,110.0,2,3,21,0,0,False,False,True,False,False,False
6494,2700000.0,7,105,255,140.0,2,6,22,0,0,False,False,True,False,False,False
6496,2700000.0,7,104,95,120.0,2,4,14,0,1,True,False,False,False,False,False
6497,2700000.0,7,60,949,168.0,2,4,22,0,1,False,False,True,False,False,False
6501,2700000.0,7,54,664,100.0,1,4,14,0,1,True,False,False,False,False,False
6503,2700000.0,7,50,801,140.0,2,3,3,0,1,False,False,False,False,True,False
6506,2700000.0,7,66,139,100.0,1,5,14,0,0,True,False,False,False,False,False
6509,2700000.0,7,60,128,130.0,2,5,3,0,1,False,False,False,False,True,False
6510,2700000.0,7,12,635,100.0,1,5,21,0,0,False,False,True,False,False,False
6511,2700000.0,7,77,936,121.0,1,9,24,1,0,False,False,False,False,False,True
6513,2700000.0,7,66,568,265.0,4,5,23,0,0,False,False,True,False,False,False
6514,2700000.0,7,54,774,125.0,2,6,23,0,1,False,False,True,False,False,False
6518,2700000.0,7,105,928,115.0,2,5,22,0,0,False,False,True,False,False,False
6519,2700000.0,7,66,98,120.0,1,6,4,0,0,True,False,False,False,False,False
6521,2700000.0,7,54,774,130.0,2,3,3,0,1,False,False,False,False,True,False
6523,2700000.0,7,60,200,130.0,2,4,4,0,1,True,False,False,False,False,False
6524,2700000.0,7,54,671,125.0,2,4,21,0,0,False,False,True,False,False,False
6526,2700000.0,7,105,291,130.0,2,3,14,0,1,True,False,False,False,False,False
6528,2700000.0,7,24,20,130.0,2,8,2,0,1,False,True,False,False,False,False
6529,2700000.0,7,60,904,117.0,2,3,4,0,1,True,False,False,False,False,False
6530,2700000.0,7,12,630,150.0,2,9,25,1,1,False,False,False,False,False,True
6531,2700000.0,7,66,568,105.0,1,8,1,0,1,False,False,False,True,False,False
6534,2700000.0,7,66,568,110.0,2,5,22,0,0,False,False,True,False,False,False
6535,2700000.0,7,54,640,100.0,1,5,3,0,0,False,False,False,False,True,False
6536,2700000.0,7,54,836,105.0,1,3,3,0,1,False,False,False,False,True,False
6537,2700000.0,7,104,95,120.0,2,3,3,1,1,False,False,False,False,True,False
6539,2700000.0,7,11,887,130.0,2,3,21,0,0,False,False,True,False,False,False
6540,2700000.0,7,54,797,120.0,2,12,24,0,0,False,False,False,False,False,True
6542,2700000.0,7,60,53,140.0,2,5,23,0,0,False,False,True,False,False,False
6543,2700000.0,7,60,904,192.0,2,20,24,0,0,False,False,False,False,False,True
6545,2700000.0,7,54,130,130.0,2,9,23,0,0,False,False,True,False,False,False
6546,2700000.0,7,24,812,140.0,2,12,22,0,1,False,False,True,False,False,False
6548,2700000.0,7,30,304,125.0,1,3,2,0,1,False,True,False,False,False,False
6549,2700000.0,7,62,757,133.0,2,4,21,1,1,False,False,True,False,False,False
6550,2700000.0,7,54,176,120.0,2,6,24,0,1,False,False,False,False,False,True
